Timecode,BlendShapeCount,eyeBlinkRight,eyeLookDownRight,eyeLookInRight,eyeLookOutRight,eyeLookUpRight,eyeSquintRight,eyeWideRight,eyeBlinkLeft,eyeLookDownLeft,eyeLookInLeft,eyeLookOutLeft,eyeLookUpLeft,eyeSquintLeft,eyeWideLeft,jawForward,jawRight,jawLeft,jawOpen,mouthClose,mouthFunnel,mouthPucker,mouthRight,mouthLeft,mouthSmileRight,mouthSmileLeft,mouthFrownRight,mouthFrownLeft,mouthDimpleRight,mouthDimpleLeft,mouthStretchRight,mouthStretchLeft,mouthRollLower,mouthRollUpper,mouthShrugLower,mouthShrugUpper,mouthPressRight,mouthPressLeft,mouthLowerDownRight,mouthLowerDownLeft,mouthUpperUpRight,mouthUpperUpLeft,browDownRight,browDownLeft,browInnerUp,browOuterUpRight,browOuterUpLeft,cheekPuff,cheekSquintRight,cheekSquintLeft,noseSneerRight,noseSneerLeft,tongueOut,HeadYaw,HeadPitch,HeadRoll,LeftEyeYaw,LeftEyePitch,LeftEyeRoll,RightEyeYaw,RightEyePitch,RightEyeRoll
100:42:37:33.008,61,7.26071E-05,0.296124399,0.046737719,0,0,0.05886839,0.046107449,7.25075E-05,0.295886099,0.073866241,0,0,0.058868434,0.046242286,0.085066386,0,0.000379556,0.093599737,0.093570516,0.078172408,0.091214895,0.02608021,0,0.050796822,0.031038422,0,0,0.085595727,0.0840673,0.152294904,0.151128933,0.138068572,0.064351536,0.087641172,0.144940153,0.067189917,0.061593197,0.116669551,0.112001337,0.032562517,0.02925586,0.019538181,0.019487035,0.09457808,0,0,0.045230541,0.055410918,0.051156376,0.074237607,0.072820097,0.001035115,0.005965948,0.238637462,0.006833807,-0.04499941,0.180715874,-0.004077852,-0.04499941,0.180715874,-0.004077852
100:42:37:40.012,61,0.000292123,0.292981535,0.046374288,0,0,0.059163097,0.036610343,0.000290801,0.292741507,0.074142657,0,0,0.059163109,0.036742896,0.084807895,0,0.000387957,0.093618244,0.093610667,0.078157783,0.091557488,0.026384309,0,0.049307149,0.028842242,0,0,0.085327506,0.083775222,0.151920632,0.15078938,0.137642294,0.064090766,0.087651394,0.144903198,0.067138024,0.061515443,0.1160402,0.111383781,0.032497596,0.029201144,0.027190266,0.027045567,0.094668873,0,0,0.045251727,0.055387411,0.051144142,0.074137338,0.072700411,0.00088296,0.005965948,0.238637462,0.006833807,-0.045170408,0.178795025,-0.004049611,-0.045170408,0.178795025,-0.004049611
100:42:37:53.020,61,0.000331223,0.291936904,0.056345075,0,0,0.059483573,0.033906374,0.000329667,0.291823506,0.064237215,0,0,0.059482988,0.034021325,0.090735212,0,0.00085853,0.094936512,0.094936512,0.07821013,0.091528811,0.022123257,0,0.038956542,0.027456796,0,0,0.085548222,0.084078223,0.152049065,0.151189551,0.15033555,0.067834608,0.088231228,0.145681128,0.067470171,0.061850712,0.116106518,0.112234563,0.032644574,0.029355004,0.031213397,0.03108488,0.094860226,0,0,0.045289412,0.056183439,0.051463556,0.074550659,0.073099598,0.000647282,0.006923004,0.238953948,0.003901897,-0.039136313,0.178241968,-0.003497582,-0.039136313,0.178241968,-0.003497582
100:42:37:54.021,61,0.000338216,0.290730894,0.062268324,0,0,0.060023118,0.03171913,0.000336603,0.290693998,0.058289334,0,0,0.06002178,0.03181877,0.092714258,0,0.001461466,0.096539907,0.096539907,0.078261823,0.091386944,0.020159069,0,0.035828438,0.026668236,0,0,0.085733339,0.084377818,0.152232349,0.151617959,0.154048681,0.070239894,0.088485427,0.145821199,0.067669869,0.062059697,0.117541105,0.114353992,0.032698333,0.029423619,0.032989971,0.032861412,0.095182821,0,0,0.045202136,0.056860928,0.051861133,0.074970923,0.073488832,0.000511092,0.009986468,0.234998256,-0.000243519,-0.035513315,0.177556098,-0.003161448,-0.035513315,0.177556098,-0.003161448
100:42:37:55.021,61,0.000778724,0.292384952,0.062390938,0,0,0.060542326,0.024068588,0.000772032,0.292350024,0.058082633,0,0,0.060539927,0.024125863,0.093678311,0,0.002390537,0.096898742,0.096898742,0.078279898,0.091214389,0.019391788,0,0.034173872,0.023262112,0,0,0.085787401,0.084517047,0.152338266,0.151993811,0.155523852,0.071068667,0.089019984,0.146242887,0.067918971,0.062245619,0.117944203,0.114953078,0.032859556,0.02953908,0.03480868,0.034665313,0.095293813,0,0,0.045164198,0.057394557,0.052098967,0.075505436,0.073906742,0.000620572,0.012103899,0.23098138,-0.00353869,-0.035386302,0.178567722,-0.003168183,-0.035386302,0.178567722,-0.003168183
100:42:37:56.022,61,0.001834716,0.294689864,0.061380778,0,0,0.060851067,0.017864047,0.001765681,0.294642031,0.059050486,0,0,0.060848024,0.017947812,0.094113238,0,0.003148979,0.09693931,0.09693931,0.078085333,0.090912275,0.019266654,0,0.03307426,0.017589565,0,0,0.085705206,0.084490567,0.152673066,0.152550653,0.155065417,0.071327575,0.08934623,0.146104828,0.067962088,0.06221921,0.11830575,0.115363717,0.032897715,0.029535513,0.035297461,0.035144419,0.095554397,0,0,0.045064826,0.057727166,0.052194201,0.075926788,0.074199796,0.000737722,0.012556383,0.229595333,-0.009250922,-0.035974454,0.179967046,-0.003246228,-0.035974454,0.179967046,-0.003246228
100:42:37:57.023,61,0.002102544,0.298333854,0.062138971,0,0,0.060701802,0.015363437,0.00202116,0.298295796,0.058289591,0,0,0.060698587,0.015454136,0.093268514,0,0.003605506,0.096774735,0.096774735,0.078025058,0.090564787,0.020475294,0,0.034310754,0.016090542,0,0,0.085475542,0.084284984,0.152808785,0.152763397,0.14725107,0.071136214,0.088865876,0.140136808,0.067798652,0.061961662,0.119182468,0.116009072,0.032813624,0.029430646,0.035211921,0.035046566,0.095749617,0,0,0.045034383,0.057762355,0.052110378,0.07622312,0.074430756,0.000760088,0.011674916,0.229767233,-0.013891067,-0.035508502,0.182199255,-0.003244135,-0.035508502,0.182199255,-0.003244135
100:42:37:58.023,61,0.002354526,0.296889961,0.064694159,0,0,0.060986266,0.013603333,0.002268964,0.296885461,0.055714667,0,0,0.060982637,0.013696578,0.09228611,0,0.004345339,0.096773103,0.096773103,0.077952042,0.090329967,0.020892536,0,0.037630916,0.015901607,0,0,0.085188642,0.084069081,0.152603358,0.152823106,0.145118251,0.070845082,0.088568009,0.138647243,0.067591608,0.061682783,0.119481236,0.116241396,0.032787211,0.029398266,0.038870372,0.038667336,0.095623829,0,0,0.044746138,0.057926562,0.052161485,0.076476298,0.07464876,0.000902035,0.00945373,0.230990112,-0.015527994,-0.033940814,0.181339487,-0.003086166,-0.033940814,0.181339487,-0.003086166
100:42:37:59.024,61,0.002847143,0.296477228,0.064486027,0,0,0.061307777,0.011386516,0.0027563,0.296470195,0.055869058,0,0,0.061304044,0.011480127,0.091623314,0,0.004686752,0.096771687,0.096771687,0.077905409,0.09016069,0.021216707,0,0.039503757,0.017697876,0,0,0.085190095,0.084108353,0.152526453,0.152810648,0.144228399,0.070669815,0.088429749,0.138030931,0.067610882,0.061630756,0.119772106,0.116428345,0.03278235,0.029391004,0.042407967,0.042194031,0.095422827,0,0,0.044530537,0.058097072,0.05228876,0.076682799,0.074888818,0.000824801,0.009600163,0.230617493,-0.017194536,-0.034035131,0.18108578,-0.00309039,-0.034035131,0.18108578,-0.00309039
100:42:38:00.024,61,0.003273103,0.297240824,0.066494688,0,0,0.061557889,0.009445517,0.003180287,0.297260344,0.053828038,0,0,0.061554194,0.009537101,0.09113773,0,0.004869314,0.096843667,0.096843667,0.077757806,0.089998193,0.021441091,0,0.040036682,0.018098559,0,0,0.085186414,0.084150508,0.152517706,0.152816787,0.144198701,0.070576839,0.088446006,0.137985081,0.067634136,0.061602648,0.119830795,0.116399989,0.032784276,0.029404009,0.04467947,0.044471741,0.095200375,0,0,0.044339836,0.058224428,0.052403309,0.076919414,0.075190745,0.000534662,0.010595947,0.230223537,-0.017806944,-0.032791276,0.181569681,-0.002985427,-0.032791276,0.181569681,-0.002985427
100:42:38:01.025,61,0.003650744,0.295583427,0.067823678,0,0,0.061907552,0.008111652,0.003557575,0.295620114,0.052466936,0,0,0.061904006,0.008202731,0.09070085,0,0.004804117,0.097036101,0.097036101,0.077789426,0.089978457,0.021888917,0,0.040213686,0.018228456,0,0,0.085033178,0.084012844,0.15262349,0.152799845,0.144093826,0.070454665,0.08822199,0.137798056,0.067482173,0.061413173,0.120086953,0.116521806,0.032704666,0.029341301,0.04560731,0.045397982,0.095097363,0,0,0.04413797,0.058308572,0.052500233,0.076999068,0.075318895,0.000739185,0.012328977,0.229492605,-0.01733345,-0.03196308,0.180568591,-0.00289388,-0.03196308,0.180568591,-0.00289388
100:42:38:02.026,61,0.00362443,0.294826061,0.068498723,0,0,0.062159386,0.007679744,0.003535553,0.294871539,0.05177879,0,0,0.062156055,0.007772621,0.090266287,0,0.004508117,0.096928343,0.096928343,0.077676348,0.090127341,0.022521449,0,0.039786756,0.017867245,0,0,0.084840044,0.083791152,0.152592376,0.152503654,0.144380331,0.070250675,0.088378981,0.138164684,0.067599386,0.061460037,0.119944714,0.116233319,0.032654721,0.029302802,0.046201255,0.045989558,0.094933748,0,0,0.044348355,0.058300383,0.052559186,0.077043831,0.075471029,0.000632478,0.014026474,0.228755206,-0.017848244,-0.031544294,0.180111766,-0.002848693,-0.031544294,0.180111766,-0.002848693
100:42:38:03.026,61,0.003470453,0.292397261,0.067432277,0,0,0.06246743,0.007898428,0.003386986,0.29242906,0.052762818,0,0,0.06246426,0.007989597,0.090223879,0,0.004314162,0.096786,0.096786,0.077570565,0.090054229,0.02256437,0,0.032855522,0.016193856,0,0,0.084825702,0.083755858,0.152702346,0.15245676,0.144919142,0.070141949,0.088870354,0.144086331,0.067760363,0.061588679,0.119455203,0.115684435,0.032716028,0.029393317,0.050583743,0.050425358,0.094498195,0,0,0.044403657,0.05819843,0.052522801,0.077061005,0.075590611,0.000531847,0.01452393,0.229184985,-0.017821273,-0.032145221,0.178619281,-0.002878786,-0.032145221,0.178619281,-0.002878786
100:42:38:04.027,61,0.003552406,0.288842052,0.067282029,0,0,0.063094273,0.007324054,0.003472677,0.288871884,0.052817605,0,0,0.06308917,0.00741241,0.0902576,0,0.004460519,0.096925668,0.096925668,0.07802897,0.089758791,0.021622179,0,0.030574445,0.015532423,0,0,0.084859021,0.083843879,0.154350847,0.155668363,0.144842848,0.069926873,0.089010827,0.146195382,0.067626141,0.061441746,0.119216152,0.115516901,0.032908641,0.029615626,0.052078065,0.051935706,0.094287045,0,0,0.044217937,0.058280446,0.052558944,0.077206813,0.075764969,0.000509988,0.014646359,0.228655875,-0.017906973,-0.032180674,0.176446497,-0.002846721,-0.032180674,0.176446497,-0.002846721
100:42:38:05.027,61,0.003386969,0.28521052,0.066916585,0,0,0.063581467,0.007785864,0.003312558,0.285235912,0.053089391,0,0,0.063575558,0.007869905,0.090301439,0,0.00486972,0.096888162,0.096888162,0.078359209,0.089420177,0.020337308,0,0.029451268,0.015336677,0,0,0.084997669,0.084052891,0.15510565,0.156961143,0.14486368,0.069793411,0.089229487,0.147459105,0.067625374,0.061429706,0.119042747,0.115458585,0.033067327,0.029811695,0.052319307,0.052188627,0.094316177,0,0,0.044143554,0.058418136,0.052639075,0.077402785,0.076005586,0.000303868,0.014758768,0.227567554,-0.017743262,-0.032348376,0.174225405,-0.002825353,-0.032348376,0.174225405,-0.002825353
100:42:38:06.028,61,0.003180033,0.284294695,0.067271449,0,0,0.064012639,0.008248543,0.003110998,0.284324557,0.052708969,0,0,0.064006016,0.008328723,0.090463392,0,0.005231995,0.097111419,0.097111419,0.078759164,0.089240067,0.018658366,0,0.028418357,0.015007821,0,0,0.085145429,0.084291667,0.155795589,0.158002242,0.145244837,0.069775865,0.089523278,0.148604661,0.06763418,0.061441772,0.118842349,0.115388654,0.03328047,0.03005801,0.052144546,0.052022565,0.094438329,0,0,0.044080056,0.058622938,0.052774157,0.077659555,0.076289251,0.000342084,0.015026124,0.225648433,-0.01762142,-0.032117099,0.173668996,-0.002796146,-0.032117099,0.173668996,-0.002796146
100:42:38:07.029,61,0.0033126,0.285913646,0.069199614,0,0,0.064299442,0.007728313,0.003245682,0.285967708,0.050818227,0,0,0.064292334,0.007806217,0.090511344,0,0.005681701,0.09702725,0.09702725,0.078929737,0.088894039,0.017921386,0,0.028093053,0.014856128,0,0,0.085234426,0.084481865,0.156121463,0.158619374,0.145365194,0.069721825,0.089666694,0.148969546,0.067648985,0.061424352,0.118809216,0.115451239,0.033384256,0.030186551,0.051946111,0.051826645,0.09448503,0,0,0.044021271,0.058784004,0.05284949,0.07788001,0.076524168,0.000422771,0.014750253,0.225268111,-0.018386059,-0.03096411,0.174673721,-0.002711424,-0.03096411,0.174673721,-0.002711424
100:42:38:08.029,61,0.003304691,0.286479384,0.069268204,0,0,0.06443958,0.007492191,0.003241618,0.286534011,0.050799072,0,0,0.06443245,0.007569386,0.090255931,0,0.005913591,0.096762709,0.096762709,0.079104923,0.088600643,0.018001389,0,0.029629892,0.014988295,0,0,0.085171014,0.084451057,0.156149566,0.158683062,0.145039797,0.069444753,0.089628242,0.149031192,0.06755659,0.061282359,0.118742235,0.115395799,0.033475652,0.030271422,0.051607739,0.051483937,0.094479621,0,0,0.04391202,0.058817368,0.052832741,0.077999823,0.076626889,0.000619258,0.014780747,0.223165214,-0.018841326,-0.030952122,0.175019622,-0.002715769,-0.030952122,0.175019622,-0.002715769
100:42:38:09.030,61,0.003213479,0.28656134,0.069761135,0,0,0.06459824,0.007465995,0.003154637,0.286622047,0.050353982,0,0,0.064591192,0.007545556,0.089798838,0,0.006104487,0.096735798,0.096735798,0.079391763,0.088552162,0.018260136,0,0.033433847,0.015743533,0,0,0.085025653,0.084343307,0.155994251,0.158533186,0.144703373,0.06911467,0.089445747,0.148993686,0.067431256,0.061104838,0.118757576,0.115392618,0.033569653,0.030355247,0.051782325,0.051651735,0.094352551,0,0,0.043730322,0.058903378,0.052884389,0.078123473,0.076738708,0.000644531,0.013662306,0.221955255,-0.019111946,-0.030680876,0.175073624,-0.002692801,-0.030680876,0.175073624,-0.002692801
100:42:38:10.031,61,0.003030971,0.286376357,0.069303535,0,0,0.064726122,0.008028131,0.002976425,0.286430985,0.050845724,0,0,0.064719252,0.008113526,0.089257531,0,0.006248595,0.09693671,0.09693671,0.079476677,0.088787422,0.018365974,0,0.034496307,0.016042706,0,0,0.084605694,0.083964005,0.15557012,0.158098385,0.144479826,0.06882108,0.089057483,0.148510233,0.067168385,0.060844842,0.118757159,0.115417279,0.033500977,0.030310568,0.052318778,0.052172817,0.094109163,0,0,0.0435794,0.058913279,0.05290914,0.078157306,0.076768592,0.000618033,0.01308933,0.221330553,-0.019527106,-0.0309806,0.174956635,-0.002717285,-0.0309806,0.174956635,-0.002717285
100:42:38:11.031,61,0.002828811,0.286003023,0.068978019,0,0,0.06493865,0.00880271,0.002778401,0.28605336,0.051198971,0,0,0.064932019,0.008899036,0.088852949,0,0.006383433,0.097266346,0.097266346,0.079164974,0.089063577,0.01833901,0,0.034675099,0.015919672,0,0,0.08413811,0.083542019,0.154796124,0.157401085,0.14483963,0.068746209,0.088745065,0.147718132,0.066892497,0.060615383,0.118586697,0.115262039,0.033310928,0.030160517,0.052945212,0.05279446,0.093808606,0,0,0.043418724,0.058867641,0.052914001,0.07808245,0.076686271,0.000513655,0.012012152,0.220408842,-0.019637417,-0.031196052,0.174725801,-0.002732557,-0.031196052,0.174725801,-0.002732557
100:42:38:12.032,61,0.002624458,0.285526484,0.068936177,0,0,0.065253347,0.009403033,0.002577952,0.285575837,0.051267382,0,0,0.065246902,0.009508145,0.088576004,0,0.006568454,0.097839281,0.097839281,0.079024084,0.089366525,0.018450627,0,0.035081718,0.016084153,0,0,0.0837259,0.083174355,0.154177785,0.156831905,0.145036891,0.068851031,0.088163659,0.144165993,0.06658867,0.06034055,0.11891672,0.11557769,0.0330703,0.029950088,0.053781159,0.053615023,0.093475491,0,0,0.043222044,0.058914289,0.052971933,0.077992231,0.076561265,0.000334862,0.010128231,0.221280366,-0.019845588,-0.031237997,0.174434066,-0.00273164,-0.031237997,0.174434066,-0.00273164
100:42:38:13.032,61,0.002426592,0.285344601,0.069092296,0,0,0.065534644,0.010064635,0.002383733,0.28539592,0.051136028,0,0,0.065528415,0.010173589,0.088251539,0,0.006669004,0.098372906,0.098372906,0.078911066,0.089628078,0.018362043,0,0.035307895,0.016441429,0,0,0.083354011,0.082851961,0.153711468,0.156374589,0.145040557,0.068919003,0.087510191,0.141222253,0.066261269,0.060073793,0.119332001,0.116014168,0.032788348,0.029721305,0.054540403,0.054371256,0.093168654,0,0,0.043029655,0.058922019,0.053023573,0.077859841,0.076423354,0.000296783,0.009680844,0.221360877,-0.019747019,-0.031158064,0.174324274,-0.002722925,-0.031158064,0.174324274,-0.002722925
100:42:38:14.033,61,0.002239252,0.286196798,0.068693608,0,0,0.065672308,0.010698522,0.002199776,0.286242873,0.051587049,0,0,0.065666251,0.010810122,0.088055648,0,0.006820088,0.098770693,0.098770693,0.078676313,0.090054102,0.018436423,0,0.035035938,0.016153207,0,0,0.083033465,0.082565397,0.153259158,0.155932277,0.14548403,0.068970628,0.087339073,0.140305728,0.066134535,0.059980519,0.119334206,0.11600779,0.03260335,0.029557981,0.055141635,0.054971147,0.092887908,0,0,0.042962804,0.058892142,0.053020008,0.077747963,0.076284193,0.000257744,0.008730016,0.221529141,-0.019637082,-0.031432401,0.174841344,-0.002755093,-0.031432401,0.174841344,-0.002755093
100:42:38:15.034,61,0.002064034,0.286577165,0.068853162,0,0,0.065745406,0.012497282,0.002027687,0.286625147,0.051464953,0,0,0.065739669,0.012627776,0.087623663,0,0.006832534,0.098810591,0.098810591,0.078412488,0.090379953,0.018880008,0,0.035053432,0.015966127,0,0,0.082666636,0.082199551,0.152880356,0.155461177,0.145501107,0.068761006,0.087154619,0.139713824,0.066007726,0.059858259,0.119277887,0.115917265,0.032404102,0.029382149,0.055640988,0.055466328,0.092572898,0,0,0.042982668,0.058779132,0.052964725,0.077588446,0.07613612,0.000287445,0.008009544,0.222414285,-0.019511536,-0.031357784,0.175074875,-0.002752242,-0.031357784,0.175074875,-0.002752242
100:42:38:16.034,61,0.001901277,0.287081599,0.069049135,0,0,0.065802611,0.013284784,0.001867817,0.287132144,0.051288843,0,0,0.065797091,0.01342475,0.087325923,0,0.007052532,0.098760821,0.098760821,0.077879891,0.090617016,0.019385394,0,0.035208054,0.015739737,0,0,0.082410187,0.081955612,0.152346447,0.154910684,0.145911887,0.068659484,0.087215409,0.139422789,0.066050552,0.059872091,0.119146563,0.115698203,0.032205094,0.0291848,0.056167025,0.055985581,0.092251316,0,0,0.043014444,0.058701303,0.052910477,0.077425562,0.075972557,0.000213161,0.008376831,0.221352607,-0.018452318,-0.031250209,0.175384715,-0.002747677,-0.031250209,0.175384715,-0.002747677
